Harvard University                ,Computer Science,David Malan            ,4.7,54,04/09/2009,GOOD   ,4  ,OVERALL QUALITY,4,LEVEL OF DIFFICULTY,CS75        ,,,For Credit:N/A ,Attendance: N/A          ,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A         ,                                                                        ,"Great class. He is a very good teacher. The course I have, cs75, is a lot of work, but you will learn a lot. I have not opinion on the hotness factor -- this is a lame part of this site. D. Malan is one of the better instructors out there."                                                                                                                 ,1 person found this useful 1 person did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Southern California ,Computer Science,Barry Boehm            ,3.8,11,03/11/2008,AWESOME,5  ,OVERALL QUALITY,1,LEVEL OF DIFFICULTY,CS510       ,,,For Credit: N/A,Attendance: N/A          ,Textbook Used: Yes,Would Take Again: N/A,Grade Received: N/A         ,                                                                        ,THE BEST PROFESSOR ONE CAN EVER ASK FOR!!!                                                                                                                                                                                                                                                                                                                        ,0 people found this useful 3 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Southern California ,Computer Science,Barry Boehm            ,3.8,11,01/13/2008,POOR   ,2  ,OVERALL QUALITY,2,LEVEL OF DIFFICULTY,CSCI510     ,,,For Credit: N/A,Attendance: N/A          ,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A         ,                                                                        ,Grade Received: N/A                                                                                                                                                                                                                                                                                                                                               ,Very boring class but the professor is good                                                                                                                                                                                                                                                                                                                     ,4 people found this useful 2 people did not find this useful
University of Southern California ,Computer Science,Barry Boehm            ,3.8,11,02/02/2006,AWESOME,5  ,OVERALL QUALITY,1,LEVEL OF DIFFICULTY,CSCI577510  ,,,For Credit: N/A,Attendance: N/A          ,Textbook Used: N/A,Would Take Again: N/A,Grade Received: N/A         ,                                                                        ,"The best there is, best there was, best there ever will be. It's a shame that his colleagues are Winsor Brown, and Jim Alstad, who in my opinion, are very bad professors. They should stick to working for their industry. Dr Boehm, on the other hand is the best professor I have ever studied under."                                                        ,1 person found this useful 2 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Southern California ,Computer Science,Barry Boehm            ,3.8,11,08/31/2005,AWESOME,5  ,OVERALL QUALITY,2,LEVEL OF DIFFICULTY,SE          ,,,For Credit: N/A,Attendance: N/A          ,Textbook Used: N/A,Would Take Again: N/A,Grade Received: N/A         ,                                                                        ,No Comments                                                                                                                                                                                                                                                                                                                                                       ,0 people found this useful 3 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Southern California ,Computer Science,Barry Boehm            ,3.8,11,11/16/2004,AWESOME,5  ,OVERALL QUALITY,2,LEVEL OF DIFFICULTY,CSCI577510  ,,,For Credit: N/A,Attendance: N/A          ,Textbook Used: N/A,Would Take Again: N/A,Grade Received: N/A         ,                                                                        ,"Dr. Barry Boehm is the best things to have happened to Software Engineering, and his contrubtion to USC has been tremendous. It's been an honor being associated with him."                                                                                                                                                                                      ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,06/12/2019,AWESOME,5  ,OVERALL QUALITY,3,LEVEL OF DIFFICULTY,CSCI455     ,,,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: Yes,Would Take Again: Yes,Grade Received: A           ,PARTICIPATION MATTERS-GIVES GOOD FEEDBACK-CLEAR GRADING CRITERIA        ,"It's a beginner course covers most topics in programming area including java, c++, data structure(linked list, array, balanced search tree, hash table), Makefile, software design (which i think most helpful, like unit test, class and method design, and code style) and so on. Highly recommanded for those who lack code feelings."                        ,1 person found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,05/15/2019,AWESOME,5  ,OVERALL QUALITY,3,LEVEL OF DIFFICULTY,CS455       ,,,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: Yes,Would Take Again: Yes,Grade Received: A           ,EXTRA CREDIT-GIVES GOOD FEEDBACK-ACCESSIBLE OUTSIDE CLASS               ,Don't understand why she has such a low rating. She does look like she is mad haha but she is a really nice person and to be honest the greatest professor. Only professor that truly engages with students and tries for everyone to participate so they can learn. I wish she taught all the other CS masters courses. Extra credit hw at the end (5%)          ,6 people found this useful 2 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,12/29/2018,AWFUL  ,1  ,OVERALL QUALITY,3,LEVEL OF DIFFICULTY,CSCI455     ,,,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: No ,Grade Received: A-          ,                                                                        ,"This professor makes easy material to be very difficult. You always get confused while reading a very long assignment. And most questions asked on Piazza were answered by some enthusiastic students but not the professor. I would highly recommend, instead of taking this professors lecture, wait for somebody else teach this course."                     ,12 people found this useful 3 people did not find this useful                                                                                                                                                                                                                                                                                                   ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,12/12/2018,GOOD   ,4  ,OVERALL QUALITY,3,LEVEL OF DIFFICULTY,CS455       ,,,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: Yes,Would Take Again: Yes,Grade Received: Not sure yet,ACCESSIBLE OUTSIDE CLASS-GET READY TO READ                              ,Perfect class for students who have minimal exposure to programming and want to learn java and c++. Could have included a bit more topics in java. C++ was a bit rushed towards the end of the semester. But anyone who has completed this class can easily expand their knowledge of java and c++ all by themselves based on what they learn in this class.      ,3 people found this useful 27 people did not find this useful                                                                                                                                                                                                                                                                                                   ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,11/25/2018,AVERAGE,3  ,OVERALL QUALITY,4,LEVEL OF DIFFICULTY,CSCI455     ,,,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: Yes,Would Take Again: Yes,Grade Received: N/A         ,TOUGH GRADER-GET READY TO READ                                          ,"If you have solid background in OOP (Java/C++), she will suffice, but if you only have minimal/no background in programming I can see how life can get difficult quickly. This is also partly made worse by the fact that students taking the class have varying background. Homework instructions are a bit cryptic and trick questions on mid terms."          ,15 people found this useful 2 people did not find this useful                                                                                                                                                                                                                                                                                                   ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,10/25/2018,AWFUL  ,1  ,OVERALL QUALITY,4,LEVEL OF DIFFICULTY,CSCI455     ,,,For Credit: No ,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: No ,Grade Received: D+          ,LECTURE HEAVY                                                           ,the worst professor !                                                                                                                                                                                                                                                                                                                                             ,26 people found this useful 4 people did not find this useful                                                                                                                                                                                                                                                                                                   ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,07/07/2018,GOOD   ,4  ,OVERALL QUALITY,4,LEVEL OF DIFFICULTY,CSCI455     ,,,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: Yes,Would Take Again: Yes,Grade Received: A-          ,CLEAR GRADING CRITERIA-EXTRA CREDIT-CARING                              ,"Not sure what all the bad rap is for her. As a DEN student with no programming experience, this course was extremely challenging and labor intensive. Working full time + studying for this class was extremely difficult. the prof. was a good lecturer, gave EC, was very fair on tests and grading. I ended up with an A in the class, but was tough."        ,4 people found this useful 1 person did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,02/28/2018,AWESOME,5  ,OVERALL QUALITY,3,LEVEL OF DIFFICULTY,455X        ,,,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: Yes,Grade Received: A           ,GIVES GOOD FEEDBACK                                                     ,I have programming experience before and had taken data structure courses so I think the course materials are not hard. She actually cared about teaching and I like the way she teach and the labs give you lots of problems to practice. All in all a good class for learning a programming language.                                                           ,3 people found this useful 1 person did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,12/20/2017,AVERAGE,3  ,OVERALL QUALITY,2,LEVEL OF DIFFICULTY,CS455       ,,,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: Yes,Would Take Again: Yes,Grade Received: A           ,CLEAR GRADING CRITERIA                                                  ,"If you have a background in Java or any other object oriented programming, this class should be a breeze. Otherwise, I can see how it can be difficult for those without a background. Not a very good lecturer and vague on a lot of topics."                                                                                                                   ,1 person found this useful 2 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,07/29/2017,AVERAGE,3  ,OVERALL QUALITY,3,LEVEL OF DIFFICULTY,CSCI455     ,,,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: Yes,Would Take Again: Yes,Grade Received: A           ,CLEAR GRADING CRITERIA-ACCESSIBLE OUTSIDE CLASS                         ,"Bono's course isn't too bad if you have a decent understanding of programming (esp. in Java). I often dreaded the labs but they did help a bit at times. Again, the course is okay if you have a good background, but as other reviews here show, it can be difficult for entirely newbie students."                                                             ,0 people found this useful 1 person did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,05/24/2017,POOR   ,2  ,OVERALL QUALITY,3,LEVEL OF DIFFICULTY,CS455       ,,,For Credit: N/A,Attendance: N/A          ,Textbook Used: Yes,Would Take Again: No ,Grade Received: N/A         ,TOUGH GRADER                                                            ,"Teaching is good, and professor is really care about student. However, the grade is really tough for the students who do not have background."                                                                                                                                                                                                                   ,2 people found this useful 1 person did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,04/24/2017,AWFUL  ,1  ,OVERALL QUALITY,3,LEVEL OF DIFFICULTY,CSCI455     ,,,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: Yes,Would Take Again: No ,Grade Received: Not sure yet,                                                                        ,"Not good, really. Although the class material design is fine (definitely not as good as CS61B at UC Berkley), the material including HW, Lab, Assignments Never change for ages. Also, the teaching is horrible, always keep repeating draw too much no sense circles on lecture slices with ugly blue color. Last, never upload lecture slides with Notes."     ,2 people found this useful 3 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,01/08/2017,GOOD   ,4  ,OVERALL QUALITY,4,LEVEL OF DIFFICULTY,CSCI455     ,,,For Credit: Yes,Attendance: N/A          ,Textbook Used: Yes,Would Take Again: Yes,Grade Received: N/A         ,CLEAR GRADING CRITERIA                                                  ,"Teaching is good. Professor and TAs are helpful. The text book is well-organized. Assginments are harder than lectures but are very good oppotunities for practice. Exams are related to assignments and lectures, and past exams would be uploaded before exams. This course is very appropriate for those who want to learn java but have no background."      ,2 people found this useful 1 person did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,12/22/2016,AWFUL  ,1  ,OVERALL QUALITY,3,LEVEL OF DIFFICULTY,CS455       ,,,For Credit: N/A,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: No ,Grade Received: N/A         ,TOUGH GRADER-LOTS OF HOMEWORK                                           ,"really tough grade! even for homeworks. If you did a problem a little bit wrong in her test, you will get 0 points on that problem. You have to be really careful."                                                                                                                                                                                              ,6 people found this useful 3 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,12/15/2016,GOOD   ,4  ,OVERALL QUALITY,3,LEVEL OF DIFFICULTY,CS455       ,,,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: Yes,Would Take Again: Yes,Grade Received: N/A         ,EXTRA CREDIT                                                            ,"Professor Bono did a really good job helping new coders code professionally. She gives meaningful hws: For example, the hashtable implementation and linkedlist(ListNode) implementation.(c++, how to manage dangling pointers ). And her exam questions are practical. After taking csci455, I feel like I am ready to charge leetcode :)"                      ,1 person found this useful 6 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,09/06/2016,AWFUL  ,1  ,OVERALL QUALITY,2,LEVEL OF DIFFICULTY,CSCI455     ,,,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: Yes,Would Take Again: No ,Grade Received: A-          ,LOTS OF HOMEWORK-TOUGH GRADER                                           ,I have to say Prof Claire Bono is not so knowledgable and the teaching style is terrible. Her voice in classes is always the at the same level and the same speed so students cannot get any ideas on which part of the class is the important one. And she even made some mistakes about her answers to the mid-terms and she was not so willing to admit it.    ,8 people found this useful 1 person did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,01/09/2016,AWFUL  ,1  ,OVERALL QUALITY,5,LEVEL OF DIFFICULTY,CS455       ,,,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A         ,LOTS OF HOMEWORK-TOUGH GRADER                                           ,The worst lecturer at USC. She has very low knowledge about the subjects.                                                                                                                                                                                                                                                                                         ,15 people found this useful 3 people did not find this useful                                                                                                                                                                                                                                                                                                   ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,12/23/2015,AWFUL  ,1  ,OVERALL QUALITY,5,LEVEL OF DIFFICULTY,CSCI455     ,,,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: N/A,Grade Received: C+          ,EXTRA CREDIT-TOUGH GRADER                                               ,"She is the worst teacher I ever met, just do not take her course!"                                                                                                                                                                                                                                                                                               ,13 people found this useful 2 people did not find this useful                                                                                                                                                                                                                                                                                                   ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,10/22/2015,AVERAGE,3  ,OVERALL QUALITY,4,LEVEL OF DIFFICULTY,CS455       ,,,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: Yes,Would Take Again: Yes,Grade Received: A+          ,EXTRA CREDIT-LOTS OF HOMEWORK                                           ,"Homework are pretty difficult comparing to class. I can say I learned more from assignments than the lecture itself. The class is great and since it is my only programming class, I can't make comment about Prof's teaching style. I think difficult assignments are the way to learn this course. So, you should use TA office hours and lab hours good."     ,0 people found this useful 3 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,01/29/2015,AWESOME,5  ,OVERALL QUALITY,3,LEVEL OF DIFFICULTY,CSCI455     ,,,For Credit:Yes ,Attendance: N/A          ,Textbook Used: Yes,Would Take Again: N/A,Grade Received: N/A         ,                                                                        ,Clearest programming lecture I have ever taken                                                                                                                                                                                                                                                                                                                    ,1 person found this useful 9 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,05/23/2014,GOOD   ,4  ,OVERALL QUALITY,2,LEVEL OF DIFFICULTY,CS455       ,,,For Credit:N/A ,Attendance: N/A          ,Textbook Used: Yes,Would Take Again: N/A,Grade Received: N/A         ,                                                                        ,"CS 455 with Bono is straightforward and easy. That said, I learned alot in this class and would definitely recommend it, whether your goal is to get a good grade OR to learn alot about Java/C++. The people in the class who did poorly did not submit assignments on time. If you put in a good effort and a reasonable amount of time you will do well."     ,6 people found this useful 10 people did not find this useful                                                                                                                                                                                                                                                                                                   ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,01/10/2011,POOR   ,2  ,OVERALL QUALITY,2,LEVEL OF DIFFICULTY,CSCI455     ,,,For Credit:N/A ,Attendance: N/A          ,Textbook Used: Yes,Would Take Again: N/A,Grade Received: N/A         ,                                                                        ,"Programming has always been one of my strongest subjects and I ended up with an A in the course. Nevertheless, professor Bono is a horrible teacher. Her lectures are very frustrating and annoying...she's also very unfair when it comes to dealing with the students...her attitude is more fit for a middle-school teacher."                                 ,15 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                   ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,03/08/2007,POOR   ,1.5,OVERALL QUALITY,4,LEVEL OF DIFFICULTY,CSCI455     ,,,For Credit:N/A ,Attendance: N/A          ,Textbook Used: Yes,Would Take Again: N/A,Grade Received: N/A         ,                                                                        ,:(                                                                                                                                                                                                                                                                                                                                                                ,9 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,05/13/2003,AWFUL  ,1  ,OVERALL QUALITY,3,LEVEL OF DIFFICULTY,CSCI201     ,,,For Credit:N/A ,Attendance: N/A          ,Textbook Used: N/A,Would Take Again: N/A,Grade Received: N/A         ,                                                                        ,Lecture has NOTHING to do w/ projects (which make up most of hte grade)... Tests are easy...                                                                                                                                                                                                                                                                      ,1 person found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,04/23/2003,GOOD   ,4  ,OVERALL QUALITY,3,LEVEL OF DIFFICULTY,CSCI201     ,,,For Credit:N/A ,Attendance: N/A          ,Textbook Used: N/A,Would Take Again: N/A,Grade Received: N/A         ,                                                                        ,"I had Bono 10 years ago and she was good. But, she sure did get chalk all over herself. I wonder if she's upgraded to white boards yet."                                                                                                                                                                                                                         ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Southern California ,Computer Science,Claire Bono            ,2.3,66,10/16/2002,POOR   ,1.5,OVERALL QUALITY,4,LEVEL OF DIFFICULTY,CSCI201     ,,,For Credit:N/A ,Attendance: N/A          ,Textbook Used: N/A,Would Take Again: N/A,Grade Received: N/A         ,                                                                        ,She is probably the worst teacher I have ever encountered. 1) S                                                                                                                                                                                                                                                                                                   ,1 person found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
